"ResponseId_W2","exp_group","condition","ideo_folded","pid_strength","ss1","ss2","ss3","ss4","ss5","ss6","ss_sum","compliance_level","WELL_FEELINGS_1","WELL_FEELINGS_2","WELL_FEELINGS_3","WELL_FEELINGS_4","WELL_FEELINGS_5","WELL_FEELINGS_6","WELL_ACT_1","WELL_ACT_2","WELL_ACT_3","WELL_ACT_4","WELL_ACT_5","SMS_1","SMS_2","SMS_3","SPEECH_1","SPEECH_2","SPEECH_3","SPEECH_4","party_folded","MAL","PREPOL","COMPROMISE","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","ECON_PRE","ENV_PRE","IMMIG_PRE","GUN_PRE","TRUMP_PRE","ECON_POST","ENV_POST","IMMIG_POST","GUN_POST","TRUMP_POST","thermo_dem_PRE","thermo_rep_PRE","thermo_lib_PRE","thermo_con_PRE","thermo_gun_PRE","thermo_immig_PRE","thermo_climate_PRE","thermo_econ_PRE","thermo_trumpissue_PRE","understand_climate_PRE","understand_econ_PRE","understand_gun_PRE","understand_immig_PRE","understand_opideo_PRE","understand_opparty_PRE","understand_ownideo_PRE","understand_ownparty_PRE","understand_trumpissue_PRE","negtrait_otherideo_stupid_PRE","negtrait_otherparty_stupid_PRE","stupid_gun_PRE","stupid_imig_PRE","stupid_econ_PRE","stupid_climate_PRE","stupid_trumpissue_PRE","thermo_issues_PRE","understand_issues_PRE","stupid_issues_PRE","thermo_dem_POST","thermo_rep_POST","thermo_lib_POST","thermo_con_POST","thermo_gun_POST","thermo_immig_POST","thermo_climate_POST","thermo_econ_POST","thermo_trumpissue_POST","understand_climate_POST","understand_econ_POST","understand_gun_POST","understand_immig_POST","understand_opideo_POST","understand_opparty_POST","understand_ownideo_POST","understand_ownparty_POST","understand_trumpissue_POST","negtrait_otherideo_stupid_POST","negtrait_otherparty_stupid_POST","stupid_gun_POST","stupid_imig_POST","stupid_econ_POST","stupid_climate_POST","stupid_trumpissue_POST","thermo_issues_POST","understand_issues_POST","stupid_issues_POST","TRUST_ALL","SPEECH_ALL","SMS_ALL","WELLBEING_ALL","WELLACT_ALL"
"R_10I8wHBWAEvEBIK","cons_c",0,2,6,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,0,1,0,0,4,7,7,7,7,7,7,1,1,0.2,0,-4.75,0,2,0,0,0,0,10.3333333333333,13,13,11,13,11.3333333333333,11.3333333333333,12.6666666666667,11.3333333333333,13,0,100,0,100,6,1,8,50,0,1,4,2,2,1,1,7,7,2,6,5,3,4,NA,NA,NA,13,2.2,NA,0,100,0,100,0,2,0,0,0,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,0.4,1,1,-0.333333333333333,-5.5,7,-4.33333333333333,-0.6
"R_1JKPvJeqtfitNpj","cons_t",1,0,4,0,1,1,0,0,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,7,4,7,6,0,0,4,1,5,4,4,4,5,5,5,5,0,-1.8,0.75,1.5,1,-2,0,-1,-1,-1,6.33333333333333,5,8.33333333333333,9,7,6.66666666666667,3.66666666666667,9,7,7.33333333333333,52,56,49,53,55,61,57,61,56,4,4,4,4,4,4,4,4,4,2,2,NA,2,NA,2,NA,58,4,NA,50,52,50,51,51,51,52,52,52,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,51.6,4,1,0.666666666666667,-5,4,-3.66666666666667,0
"R_3kpuG45mNn9FLco","cons_t",1,3,6.5,1,0,0,1,0,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,7,7,7,7,0,0,0,2,2,1,1,2,7,7,7,7,2,0,0.5,0,0,0,-2,0,0,0,7,8.33333333333333,4.66666666666667,11,13,7,13,5,11,13,40,75,40,75,40,60,40,40,30,4,1,3,1,2,2,6,6,2,2,4,4,5,NA,NA,NA,42,2.2,NA,70,85,40,85,75,60,60,50,30,4,4,4,1,3,4,6,6,1,5,4,2,7,2,4,7,55,2.8,4.4,0.333333333333333,-7,1.33333333333333,-4.33333333333333,0
"R_2Vx27MKEQQazr8O","lib_t",1,2,4.25,0,0,0,1,1,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,2,6,6,6,4,0,2,2,0,1,5,5,7,7,2,7,7,2,-0.2,-0.5,0.25,-1,0,0,2,0,0,5,1,2.33333333333333,2,1,6.33333333333333,1,2,2.33333333333333,1,81,16,87,4,2,8,3,61,6,1,5,2,3,2,3,5,6,1,6,7,NA,NA,4,7,NA,16,2.4,NA,62,14,71,12,4,9,5,63,3,1,4,2,3,4,5,6,5,2,5,6,7,5,3,7,7,16.8,2.4,5.8,-0.166666666666667,-5.75,5.66666666666667,-3.16666666666667,0.6
"R_26a5eZLNJVPCmXX","lib_c",0,2,4.25,0,0,0,0,0,0,0,NA,1,3,7,7,7,7,1,1,1,0,0,4,4,4,4,4,6,5,1,-0.2,0.5,-1,1,0,0,0,0,-1,7,6,6,6,2.66666666666667,8.33333333333333,7,7,5.33333333333333,3,68,50,60,54,50,50,50,50,51,4,4,4,4,3,4,4,5,3,4,4,NA,NA,4,NA,4,50.2,3.8,NA,99,96,99,99,99,100,100,95,100,5,4,5,5,5,5,6,6,3,1,1,1,1,1,1,1,98.8,4.4,1,0,-4.75,4,-4,0.6
"R_238KFfJhwzLIwmq","lib_c",0,0,4.25,0,0,0,0,0,0,0,NA,5,5,4,3,3,4,1,3,3,1,1,4,4,4,4,4,4,4,2,-0.8,0.25,-1.75,-1,-1,0,0,0,0,7,6.33333333333333,8,6.66666666666667,7,7,5.66666666666667,11,5.33333333333333,7,60,50,50,50,25,20,30,25,23,4,4,4,4,4,4,4,4,4,4,5,NA,5,5,NA,NA,24.6,4,NA,50,50,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,4,4,0.333333333333333,-4,4,-0.666666666666667,1.4
"R_1E5Ou86CZLmyDMC","lib_t",1,3,3.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,3,6,6,6,6,0,1,0,0,2,4,2,3,7,7,7,7,1,2.2,0,0,0,0,0,1,0,-1,6,2.66666666666667,5,3.66666666666667,1.66666666666667,7.66666666666667,2,10,2.33333333333333,2,71,12,62,26,11,41,17,28,6,2,3,3,4,5,2,3,6,2,2,6,NA,3,3,NA,NA,20.6,2.8,NA,74,13,63,39,19,43,16,37,3,1,5,2,3,5,2,5,5,2,4,6,6,3,5,6,7,23.6,2.6,5.4,0,-7,3,-3.16666666666667,-0.2
"R_1ISCKskV86JbE4g","cons_c",0,0,2.75,0,0,0,0,0,0,0,NA,1,1,6,6,6,5,0,2,0,0,0,1,5,5,7,7,7,7,2,0.4,-1.25,0.5,-1,1,1,1,-1,1,5,1,1.66666666666667,1,1,6.33333333333333,1,1,1.66666666666667,1,51,40,52,52,35,35,36,40,15,6,6,7,6,6,6,6,6,6,2,2,NA,NA,5,5,NA,32.2,6.2,NA,80,35,60,35,20,35,40,50,0,3,7,6,3,5,4,6,4,1,3,3,7,7,3,7,7,29,4,6.2,-0.333333333333333,-7,3.66666666666667,-3.5,0.4
"R_3h5roPE9ViJ07xQ","cons_t",1,5,6.25,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",5,5,4,3,4,4,7,3,0,0,1,1,4,4,7,7,7,7,3,0.8,-0.75,2.25,-3,-1,-2,-1,1,0,9,5,7,13,9,7,1,3,13,8,51,98,49,92,50,52,49,50,49,7,7,1,7,4,4,4,7,7,1,1,1,NA,NA,NA,1,50,5.8,NA,73,75,73,75,49,50,49,50,100,5,5,5,5,3,3,6,5,5,1,1,1,1,1,1,1,59.6,5,1,1,-7,3,-0.833333333333333,1.8
"R_3njW1a9SDavO2cg","lib_t",1,3,4,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,4,4,5,5,3,0,0,1,1,7,2,3,7,7,7,7,7,2,-1.6,0.25,0,-1,-1,0,-1,-1,0,9,1.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,9.33333333333333,2.66666666666667,3,3,4.33333333333333,93,52,90,49,31,30,51,49,16,7,5,4,4,4,4,6,6,2,2,2,4,NA,4,NA,NA,35.4,4.4,NA,79,67,88,60,51,50,50,69,34,2,5,5,4,4,5,7,7,2,1,1,1,1,1,2,4,50.8,3.6,1.8,0.666666666666667,-7,4,-1.33333333333333,-1
"R_3nATRGq48idFmj1","lib_t",1,1,5.25,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",2,3,4,5,5,4,1,0,0,0,5,1,3,3,7,7,7,7,2,-0.399999999999999,0.25,-0.25,3,0,0,-1,-1,1,3,1,2.66666666666667,2.66666666666667,1,2.33333333333333,1,2.66666666666667,1,3,95,3,48,7,3,44,3,20,28,1,1,1,3,5,1,4,7,1,3,5,NA,NA,NA,7,3,19.6,1.4,NA,92,6,69,28,6,35,1,50,11,2,5,1,4,6,2,4,7,1,2,3,7,6,2,7,5,20.6,2.6,5.4,-0.333333333333333,-7,2.33333333333333,-2.16666666666667,-0.8
"R_qL8K8AR02ThV1yV","cons_t",1,5,6.25,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,7,3,7,0,3,0,0,3,6,1,2,7,4,7,5,3,-0.399999999999999,-0.75,-0.75,0,1,0,-1,1,0,8.33333333333333,3,11,5,13,9,1.33333333333333,11,4.66666666666667,13,2,100,1,99,17,11,80,84,80,7,4,7,7,1,1,7,7,7,6,4,4,NA,NA,4,NA,54.4,6.4,NA,5,100,5,99,50,51,51,50,93,4,4,4,4,1,1,7,7,4,5,2,3,5,4,4,4,59,4,4,-0.166666666666667,-5.75,3,-3.66666666666667,0
"R_30jKjJbH3DLuLVv","lib_t",1,0,5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,4,4,2,2,3,0,0,0,0,0,1,1,1,7,7,7,7,0,0,-1.25,0,1,0,0,0,0,-1,7,7,7,7,7,7,7.66666666666667,6,10,6,10,10,10,10,20,50,50,30,10,6,6,4,6,6,6,6,6,6,2,4,4,NA,NA,2,NA,32,5.6,NA,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,50,5,1,0,-7,1,-0.5,0
"R_DdGva8QEjRcTTP3","lib_t",1,1,5,0,0,0,1,0,0,1,"Low Compliance 
(0-2 story surveys)
N = 79",4,4,3,3,3,5,0,0,0,0,0,3,4,4,4,4,5,3,2,-1.6,-0.25,-2,0,0,-2,0,-1,0,8,9,11,8.33333333333333,8.66666666666667,7.33333333333333,8,8.33333333333333,9,3,61,60,57,32,64,39,68,50,56,3,3,3,2,2,2,4,2,2,4,4,NA,1,1,NA,NA,55.4,2.6,NA,57,70,42,65,65,42,71,44,9,4,5,4,4,4,4,5,6,4,4,3,4,3,4,4,1,46.2,4.2,3.2,0.5,-4,3.66666666666667,-1,0
"R_1ruLPR07lqceku0","cons_c",0,5,6.5,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,1,0,0,0,7,7,4,7,6,6,6,6,3,0.6,1.75,0,-1,0,-1,-1,-1,-1,8.66666666666667,12.3333333333333,9.33333333333333,12,12.6666666666667,5.33333333333333,9.33333333333333,11,12.3333333333333,11.6666666666667,5,96,8,11,10,1,7,4,14,4,4,4,4,4,4,4,4,4,3,4,NA,4,NA,4,NA,7.2,4,NA,59,73,80,73,63,42,52,35,62,6,6,6,5,6,6,6,6,6,4,4,4,4,4,4,4,50.8,5.8,4,0.833333333333333,-6,6,-4.33333333333333,-1.2
"R_2WG62OPvJTMpXM2","cons_t",1,2,5.5,0,1,0,1,1,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",1,2,4,4,4,4,4,1,0,1,3,6,5,6,7,7,7,7,2,-0.800000000000001,0.25,0.25,0,0,1,0,0,0,8,9.66666666666667,11,11.3333333333333,12.3333333333333,7.66666666666667,7.66666666666667,10,10,12.3333333333333,1,92,8,78,1,1,49,40,4,4,4,1,2,2,2,6,6,3,5,6,NA,NA,NA,1,4,19,2.8,NA,40,62,5,50,15,17,52,50,25,5,4,2,2,1,2,5,7,2,3,3,2,1,1,1,3,31.8,3,1.6,-0.166666666666667,-7,5.66666666666667,-2.16666666666667,0.6
"R_2dGehKtRoJVCK1K","lib_c",0,0,5.5,0,0,0,0,0,0,0,NA,4,4,7,7,7,7,0,2,0,0,4,1,1,1,7,7,1,7,3,4.4,2,-6,0,-3,0,0,0,0,8.66666666666667,1,12.3333333333333,8.66666666666667,1,5,1,9.66666666666667,5,1,51,7,53,48,54,51,51,50,8,1,4,4,4,1,1,4,7,1,4,4,NA,1,NA,NA,1,42.8,2.8,NA,100,2,55,55,54,52,54,55,9,4,4,4,4,4,1,4,7,1,4,4,4,1,4,4,7,44.8,3.4,4,0.5,-5.5,1,-3.33333333333333,-0.4
"R_1jOkn3AMJixl1kE","cons_t",1,5,4.75,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,2,6,6,6,6,0,2,0,0,7,4,1,1,5,5,5,5,3,-0.4,0,0.75,0,-1,1,0,0,-1,8,11.3333333333333,8.33333333333333,11,13,10,11,8.33333333333333,11,12.3333333333333,32,64,18,89,39,40,19,50,12,1,4,4,4,4,4,6,5,1,4,4,NA,4,NA,4,NA,32,2.8,NA,50,64,47,72,50,50,50,51,49,3,3,3,3,3,3,5,5,3,4,4,4,4,4,4,4,50,3,4,0.166666666666667,-5,2,-3.5,-1
"R_1q35BEHQfHoi3l3","lib_c",0,2,3.75,0,0,0,0,0,0,0,NA,5,6,6,4,3,4,0,2,0,2,3,6,6,7,5,4,4,4,1,2,1,1.75,0,1,0,-1,0,0,2.66666666666667,1.66666666666667,1.66666666666667,1,1,1.66666666666667,1,1.33333333333333,1.66666666666667,1,65,11,68,12,1,29,43,19,1,2,5,4,2,3,2,5,6,1,1,2,2,2,NA,NA,NA,18.6,2.8,NA,81,1,68,44,20,17,17,18,2,2,4,2,4,3,4,5,6,1,3,2,2,2,3,4,5,14.8,2.6,3.2,0,-4.25,6.33333333333333,-1,0.2
"R_1LA7zdcvKaXY28u","cons_t",1,3,4.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,7,7,7,0,1,0,1,5,1,4,4,7,7,7,7,2,0.4,-0.5,0,3,3,0,2,0,0,10,3.33333333333333,7,7,2,7.33333333333333,2.66666666666667,4.66666666666667,3.66666666666667,1.66666666666667,51,51,52,50,51,50,52,50,51,4,4,4,4,4,4,4,4,4,1,1,NA,1,NA,1,NA,50.8,4,NA,63,63,67,66,67,54,51,64,60,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,59.2,5,1,-1.33333333333333,-7,3,-4.33333333333333,-0.6
"R_uw9lD50cIgEECLD","lib_c",0,3,4.5,0,0,0,0,0,0,0,NA,6,4,5,5,6,5,4,4,4,5,3,7,5,5,5,5,4,5,1,0.199999999999999,1.25,-2,1,0,-1,0,-2,1,1,1.33333333333333,1.33333333333333,1.66666666666667,2.66666666666667,2.33333333333333,7.33333333333333,8,7.33333333333333,7.66666666666667,66,5,55,55,2,57,64,60,53,1,7,1,4,3,2,4,6,7,3,3,NA,NA,3,NA,7,47.2,4,NA,48,60,66,61,52,51,44,57,38,5,3,5,5,5,5,3,3,3,5,5,3,3,5,4,5,48.4,4.2,4,0.166666666666667,-4.75,5.66666666666667,-1.83333333333333,2.8
"R_tXw5nTa6kJCjCrn","lib_c",0,2,5.5,0,0,0,0,0,0,0,NA,6,6,4,5,5,3,1,0,0,2,5,5,4,7,7,7,6,7,2,1.2,1,1,2,0,-1,0,1,0,9.66666666666667,1.33333333333333,3,7.66666666666667,1,6.66666666666667,1,3,6,2,80,10,70,10,40,50,0,50,0,1,3,4,4,2,3,4,5,1,5,4,NA,NA,4,NA,5,28,2.6,NA,90,30,70,69,55,62,10,70,19,1,3,4,4,3,2,5,6,1,4,6,4,2,2,7,6,43.2,2.6,4.2,-0.333333333333333,-6.75,5.33333333333333,-0.833333333333333,-0.4
"R_ekwYGQgGQmI6dup","lib_c",0,5,5.75,0,0,0,0,0,0,0,NA,2,4,4,4,4,4,3,1,0,1,6,3,3,5,7,7,7,7,3,-1,0.5,-0.25,-2,0,0,-1,-1,1,5.66666666666667,1.33333333333333,2.33333333333333,1,2.33333333333333,6,1.33333333333333,2.66666666666667,1.66666666666667,2.33333333333333,87,3,100,6,1,7,4,30,1,1,4,2,3,2,2,7,7,2,3,5,NA,NA,3,6,NA,8.6,2.4,NA,86,3,85,15,1,5,3,16,4,2,4,1,3,3,1,7,7,1,2,4,3,3,2,4,4,5.8,2.2,3.2,0.5,-7,3.66666666666667,-1.66666666666667,-0.2
"R_a5ZoXdPB4umMBBT","lib_t",1,1,3.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",3,4,5,4,3,4,1,0,0,0,5,1,1,2,6,6,6,6,1,0,0,0.25,0,-1,0,1,-1,1,6.66666666666667,1.66666666666667,3,2.33333333333333,1,5.66666666666667,1,2,2,1.33333333333333,75,23,73,45,34,21,31,52,80,5,5,5,4,5,5,5,5,5,2,2,4,NA,NA,2,NA,43.6,4.8,NA,69,43,91,58,43,46,44,49,28,3,5,3,5,5,4,6,6,4,1,1,1,1,1,2,2,42,4,1.4,0,-6,1.33333333333333,-1.5,-0.8
"R_3feEQ3qnMmq1D11","cons_c",0,2,3.75,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,2,0,0,0,7,1,1,1,7,7,7,7,2,-0.2,1.25,-0.25,0,-3,-3,0,-3,0,9.33333333333333,6.33333333333333,6,8.33333333333333,10.6666666666667,11,5.66666666666667,6,8.33333333333333,8.33333333333333,81,81,83,81,81,81,82,83,82,6,6,6,6,6,6,6,6,6,2,3,NA,2,NA,2,NA,81.8,6,NA,73,71,71,73,72,72,71,72,71,6,6,7,6,6,6,6,6,7,1,1,1,1,1,1,1,71.6,6.4,1,1.5,-7,1,-4.33333333333333,-1
"R_3qHTPHhn2NnWue0","lib_t",1,3,4.5,1,1,0,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,7,7,7,0,1,0,0,0,1,1,1,6,6,6,6,2,0.4,-0.75,1,0,-1,0,0,-1,-1,6.33333333333333,1,2,1.66666666666667,1,5,1,1,2.33333333333333,1.33333333333333,86,51,83,50,31,21,30,52,20,1,4,2,2,5,1,6,6,1,4,4,4,NA,NA,NA,4,30.8,2,NA,68,9,85,56,20,49,29,49,9,3,4,3,3,4,2,6,6,1,1,1,1,1,1,1,1,31.2,2.8,1,0.5,-6,1,-4.33333333333333,0.2
"R_50GUVlYAJ743yGB","lib_c",0,0,3.75,0,0,0,0,0,0,0,NA,1,3,5,5,5,5,2,0,0,0,5,3,3,3,7,7,7,7,0,0.2,-0.5,-0.25,1,0,0,1,1,0,7.66666666666667,5.66666666666667,2,4.33333333333333,2.33333333333333,8.66666666666667,6.33333333333333,3,4,4,50,38,41,40,50,19,46,50,38,5,4,5,3,4,4,4,4,3,2,2,NA,NA,1,1,NA,40.6,4,NA,49,50,50,49,48,50,50,49,48,5,5,5,5,5,4,5,4,5,1,1,1,2,1,1,1,49,5,1.2,-0.5,-7,3,-2.66666666666667,-0.6
"R_3s7hEp9XxkQ9gJn","lib_t",1,0,3.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,3,6,6,6,6,5,1,0,1,2,4,5,5,7,7,7,7,0,0.199999999999999,-0.5,0.25,0,0,0,0,0,0,5.33333333333333,2,2.66666666666667,2,1,5,2,3,3,2,55,40,75,50,50,45,45,51,40,3,4,4,4,4,3,6,5,2,4,4,NA,4,NA,4,NA,46.2,3.4,NA,60,40,60,50,48,45,40,50,30,3,5,3,4,5,4,6,6,2,1,1,2,1,1,2,3,42.6,3.4,1.8,0,-7,4.66666666666667,-3.33333333333333,1
"R_ZEwqIfOkmhtKkOR","lib_c",0,0,4.5,0,0,0,0,0,0,0,NA,1,6,6,2,4,4,5,1,0,1,4,1,5,3,5,4,5,6,0,0.4,-0.5,-1.25,1,2,1,2,-1,0,6,1,5,1.33333333333333,7.66666666666667,9,2,5.66666666666667,3.66666666666667,4.33333333333333,92,98,99,80,0,99,3,86,85,1,7,1,1,6,7,7,5,4,4,2,NA,NA,NA,7,2,54.6,2.8,NA,74,82,79,50,0,81,94,100,74,1,7,1,7,7,6,7,7,7,7,7,1,7,7,1,7,69.8,4.6,4.6,-0.833333333333333,-5,3,-1.5,0.6
"R_1qXklHPgnayuTdK","lib_c",0,2,3.5,0,0,0,0,0,0,0,NA,7,4,3,3,4,4,1,0,0,0,0,1,1,1,7,7,4,6,0,-0.4,0.25,-0.25,-1,1,0,2,-1,1,4.33333333333333,2,2,5,7,5.66666666666667,1.66666666666667,2,4.66666666666667,7,10,8,28,8,2,15,20,50,17,2,4,2,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,20.8,3.2,NA,0,10,5,5,20,20,0,40,0,1,4,3,4,3,1,4,1,1,5,1,2,2,2,4,4,16,2.6,2.8,-0.333333333333333,-6,1,-0.5,0.2
"R_3IcMxXSNTmFERU7","lib_t",1,5,6.25,1,1,1,0,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",7,7,1,1,1,1,0,0,7,0,0,5,3,5,4,3,4,4,2,2.8,1,2.5,-6,-4,0,1,-3,-5,7,7,7,7,7,8.66666666666667,6.33333333333333,5.66666666666667,4.66666666666667,1,63,86,87,87,100,68,100,100,81,6,7,5,5,7,7,7,6,5,7,7,NA,NA,4,NA,7,89.8,5.6,NA,100,0,100,0,0,0,0,0,0,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,0,1,7,2.83333333333333,-3.75,4.33333333333333,1.66666666666667,1.4
"R_wRVSiWuCkyPKaIh","cons_t",1,2,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,5,7,6,0,2,0,0,7,5,4,5,4,4,4,4,3,0,-1.75,1,1,0,0,1,0,1,5,2.66666666666667,9.33333333333333,10,6,5,3.33333333333333,8,8,7,50,75,51,50,0,60,10,40,50,3,5,2,6,4,2,7,6,4,1,4,NA,NA,1,6,NA,32,4,NA,40,80,50,50,30,50,0,30,50,1,4,2,4,4,4,4,6,4,1,1,4,1,1,7,1,32,3,2.8,-0.5,-4,4.66666666666667,-3.83333333333333,-1
"R_1IH1Bv5RskXGVyu","lib_t",1,4,3.25,1,1,1,1,0,1,5,"High Compliance 
(5-6 story surveys)
N = 337",4,5,5,2,4,1,2,1,0,0,2,1,1,2,5,7,7,7,3,1.6,-1.75,1.5,0,1,1,0,-1,-1,6,2,3.66666666666667,1,2.33333333333333,4,4,2.66666666666667,3.33333333333333,1.66666666666667,75,2,70,60,5,50,1,10,1,2,1,1,2,5,5,5,6,1,4,5,NA,NA,NA,4,3,13.4,1.4,NA,65,7,66,53,12,53,39,31,1,1,2,2,2,5,3,5,6,1,6,4,7,2,2,5,7,27.2,1.6,4.6,0,-6.5,1.33333333333333,-0.5,0.2
"R_1Q9PfVSBWyz1TJl","lib_t",1,5,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,5,4,4,4,4,5,2,0,1,3,4,4,5,6,6,4,6,3,0.4,0.25,0.5,1,0,0,0,0,0,4.33333333333333,2,3.66666666666667,4,1,3.33333333333333,2,3.33333333333333,4.33333333333333,1,73,2,81,11,9,7,1,10,0,4,3,4,4,6,2,5,5,2,4,5,5,NA,NA,NA,6,5.4,3.4,NA,83,2,86,3,19,9,1,12,2,5,4,3,5,5,3,6,5,3,5,5,5,5,4,7,7,8.6,4,5.6,-0.166666666666667,-5.5,4.33333333333333,-1.5,1
"R_1g6FoNdeHDIzxRU","lib_t",1,2,5.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,5,6,5,3,4,1,4,0,0,1,5,3,7,4,5,6,7,2,-0.399999999999999,0.75,-0.5,0,1,0,1,-2,0,6.33333333333333,1,1.66666666666667,1.66666666666667,1,6.33333333333333,1,1.66666666666667,1.66666666666667,1,75,25,75,6,7,13,0,17,0,1,4,1,3,7,3,4,7,1,1,5,NA,4,4,NA,NA,7.4,2,NA,80,1,92,1,1,1,1,1,1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,1,7,1,1,2.2,0,-5.5,5,-1.5,0.8
"R_UmEqfJcrcRqdL6p","lib_c",0,3,3.75,0,0,0,0,0,0,0,NA,1,1,4,4,3,4,1,0,0,0,1,4,4,4,6,6,6,6,2,0,-0.5,0.75,0,1,0,0,0,1,4,1,1,1,1,4.33333333333333,1,1,1,1,60,0,70,30,10,30,30,30,2,1,4,3,3,4,4,4,4,1,4,6,4,NA,NA,4,NA,20.4,2.4,NA,70,10,80,30,40,30,30,40,20,3,3,4,3,3,1,6,6,1,4,6,4,3,2,4,6,32,2.8,3.8,-0.333333333333333,-6,4,-2.16666666666667,0
"R_294ZBz1ddSp2HNo","lib_t",1,1,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,4,5,2,4,5,2,2,0,0,1,4,4,4,2,3,3,3,2,2.8,1.25,0,0,0,2,0,1,-1,8,7.33333333333333,6.33333333333333,6.66666666666667,1,7,1.66666666666667,3.66666666666667,1,1,37,6,7,3,2,2,4,4,1,5,5,4,3,3,4,4,3,4,3,3,6,7,NA,NA,NA,2.6,4.2,NA,76,1,31,1,5,9,2,20,0,4,4,2,4,2,1,4,5,1,4,3,4,3,4,4,3,7.2,3,3.6,-0.333333333333333,-2.75,4,-1.66666666666667,0.6
"R_31GK5XBiT5JdYyb","lib_t",1,3,5.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,6,6,6,0,0,0,0,0,5,4,5,4,4,4,4,3,0.6,-0.5,0,-1,0,-1,0,-1,0,5,1,2,1,1,5.33333333333333,1,1.33333333333333,1.66666666666667,1.66666666666667,86,1,76,9,4,51,32,49,3,4,4,2,4,2,1,6,6,2,4,4,NA,NA,4,4,NA,27.8,3.2,NA,96,6,80,13,11,10,6,4,5,2,4,2,2,2,2,6,6,2,2,4,7,4,2,4,5,7.2,2.4,4.4,0.5,-4,4.66666666666667,-3.66666666666667,0
"R_3lRixecznEb6lwB","lib_t",1,1,1.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,4,3,2,6,0,1,0,4,0,4,4,4,4,4,4,4,1,0.4,0.5,0,-1,-1,1,-2,-1,-1,6.66666666666667,3,4,2,6,7,1,3,1,7,50,50,50,50,15,50,31,50,50,1,4,1,4,4,4,4,5,5,4,4,NA,NA,4,NA,4,39.2,3,NA,50,50,50,50,30,50,15,50,50,2,4,1,3,4,4,4,4,5,1,1,3,1,1,3,1,39,3,1.8,0.833333333333333,-4,4,-2.16666666666667,1
"R_8AGFo1e53xp6cI9","lib_t",1,3,4,0,0,1,1,1,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",2,2,4,4,3,3,2,1,0,0,1,1,4,4,7,7,7,7,1,0,0,-0.75,0,-3,0,0,-3,0,5,1,1,1,1,4.33333333333333,1,1,1,1,65,7,70,12,1,14,6,18,2,1,3,2,2,3,3,4,4,1,7,7,NA,7,7,NA,NA,8.2,1.8,NA,76,13,79,12,7,10,9,15,4,1,2,1,2,2,2,7,7,1,6,6,7,6,6,7,7,9,1.4,6.6,1,-7,3,-1.66666666666667,0.4
