"ResponseId","URL","FAKE","EXTREMITY","QUALITY","incivility","emotion","sentiment","outlet","is_domain","political","date"
"R_1IMLDtJi89FLkKd","https://www.theblaze.com/news/cnn-blames-trump-for-exposing-russian-spy-new-reports-reveal-network-got-it-wrong","No","2","Very high quality",0,"0","Positive","The Blaze",1,1,"2019-09-10"
"R_22RAQycLSHp10QA","https://breitbart.com","No","Somewhat extreme","Very high quality",0,"0","Neutral","Breitbart",1,0,""
"R_1rJsfBHnkC9cGox","https://www.theblaze.com/news/steve-mnuchin-rebukes-cnns-jim-acosta-during-presser-thats-the-most-ridiculous-question-ive-ever-heard","Yes","8","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-10"
"R_yDdIa98wgRz9985","https://spectator.org/climate-change-and-the-democrats/","No","Moderate","High quality",0,"0","Positive","The American Spectator",1,1,"2019-09-11"
"R_2BnXDGF0d3spmKJ","https://spectator.org/like-trumps-national-emergency-boris-could-use-executive-powers-to-deliver-brexit/","No","Very Extreme","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-11"
"R_1lt5UZCZmCvml8E","https://spectator.org/trump-seeks-fresh-face-for-security-post/","No","3","High quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_2EsqSDBSeRgrkzX","https://www.theblaze.com/op-ed/it-has-been-18-years-since-we-vowed-to-never-forget-and-promised-each-other-we-would-be-better","No","2","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-11"
"R_3Piq2yG47bnCZWY","https://spectator.org/climate-change-and-the-democrats/","Yes","5","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_pyBWNLIQC7qEa9b","https://www.theblaze.com/news/ruth-bader-ginsburg-shuts-down-talk-on-eliminating-electoral-college","No","2","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-11"
"R_dmvbtuCX1yJehSF","https://www.theblaze.com/news/ruth-bader-ginsburg-shuts-down-talk-on-eliminating-electoral-college","No","3","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-11"
"R_VL2nxlOYa6wDyCt","https://www.theblaze.com/news/to-remember-sept-11-protesters-in-hong-kong-cancel-planned-demonstrations","No","Moderate","High quality",0,"Amazement","Positive","The Blaze",1,1,"2019-09-11"
"R_2cA69TXuT2feEHk","https://spectator.org/climate-change-and-the-democrats/","No","Somewhat extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_2bKxKylMwdrsSaK","https://www.theblaze.com/news/parkland-father-exposes-how-killer-was-enabled-by-obamas-school-leniency-policies","Yes","3","Poor quality",0,"0","Neutral","The Blaze",1,1,"2019-09-12"
"R_UutbnZZKvpgaPy9","https://spectator.org/climate-change-and-the-democrats/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_3Pj1ds3cQbPlJnA","https://www.breitbart.com/news/some-democrats-concerned-as-judiciary-sets-impeachment-rules/","No","3","Acceptable quality",1,"0","Neutral","Breitbart",1,1,"2019-09-12"
"R_3exVf5OGTy6PM59","https://spectator.org/climate-change-and-the-democrats/","Yes","5","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_PBte2rGfQ3jHr8d","https://www.theblaze.com/news/trump-to-troll-third-dem-debate","No","3","High quality",1,"0","Positive","The Blaze",1,1,"2019-09-11"
"R_BQXdxA4xcNriMlb","https://www.breitbart.com/politics/2019/09/12/elizabeth-warren-a-direct-descendant-of-militia-indian-fighter-who-fought-seminole-tribe/","Yes","Very Extreme","Poor quality",0,"0","Neutral","Breitbart",1,1,"2019-09-12"
"R_2a90BnMvp228qN4","https://www.breitbart.com/2nd-amendment/2019/09/12/nearly-150-businesses-sign-letter-to-senate-demanding-gun-control-action/","No","Moderate","High quality",0,"0","Positive","Breitbart",1,1,"2019-09-12"
"R_RqboTbUFtrROlAR","https://www.breitbart.com/politics/2019/09/12/house-judiciary-committee-passes-resolution-on-impeachment-inquiry-rules/","Yes","Moderate","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-12"
"R_1YBePtqWlLGQefD","https://www.theblaze.com/news/condoleezza-rice-shuts-down-nbc-anchor-who-asks-if-russia-was-responsible-for-president-trump-winning","No","Moderate","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-11"
"R_3GjrHjAEsuRHpTf","https://www.theblaze.com/news/transgender-coffee-shop-worker-allegedly-calls-customer-f-ing-bigoted-trash-says-get-out-and-dont-come-back-the-outburst-is-costly","No","Moderate","High quality",0,"Shock","Negative","The Blaze",1,1,"2019-09-12"
"R_1oiJdnUmFVVREHk","https://www.breitbart.com/politics/2019/09/12/elizabeth-warren-a-direct-descendant-of-militia-indian-fighter-who-fought-seminole-tribe/","Yes","3","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-12"
"R_2wvgzZEcgy5aa6B","https://www.breitbart.com/2020-election/2019/09/12/live-updates-democrats-debate-in-houston/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-12"
"R_3xAWgFeD4h7QfVD","https://www.breitbart.com/politics/2019/09/12/dan-bishop-donald-trump-taught-us-how-to-fight/","Yes","8","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-12"
"R_1P5Fw8Vrsly8mCR","https://www.breitbart.com/politics/2019/09/12/fact-check-no-biden-obamacare-not-working-for-americans/","No","2","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-12"
"R_1GW94jLmme9ReLu","https://www.theblaze.com/","No","3","Acceptable quality",0,"0","N/A","The Blaze",1,0,""
"R_2flZrrXYJspM5Ae","https://spectator.org/in-2020-trump-will-reduce-the-blue-wall-to-rubble/","Yes","Very Extreme","Very poor quality",0,"Confusion","Negative","The American Spectator",1,1,"2019-09-05"
"R_DuXHdoHjHuAs65P","https://spectator.org/some-republicans-are-cracking-on-gun-control/","Yes","3","Acceptable quality",0,"0","Positive","The American Spectator",1,1,"2019-08-09"
"R_1FKelATDUbRheZ6","https://spectator.org/hatefest-in-houston/","No","Moderate","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_2sQGpFaj773xsWi","https://www.breitbart.com/politics/2019/09/13/federal-appeals-court-revives-emoluments-case-against-trump/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-13"
"R_1FQSVYJV6DeYJQd","https://www.theblaze.com/news/high-school-cancels-football-game-after-racist-taunts","No","Moderate","High quality",0,"Sadness","Neutral","The Blaze",1,1,"2019-09-13"
"R_1cZZQzzGdHTad0Q","https://www.breitbart.com/2020-election/2019/09/13/joe-biden-9-gaffes-lies-awkward-moments-in-third-primary-debate/","No","3","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-13"
"R_2wpn7K18cb94lxD","https://spectator.org/","Yes","8","High quality",0,"0","Mixed","The American Spectator",1,0,""
"R_vczSbZRWS7yOLa9","https://spectator.org/thats-not-funny-well-it-is-to-dave-chappelle/","No","Somewhat extreme","High quality",0,"0","Negative","The American Spectator",1,1,"2019-09-06"
"R_1Kqbw7elyg4S746","https://www.theblaze.com/news/outrageous-bbc-kids-series-teaches-young-children-that-there-are-more-than-100-genders","Yes","Very Extreme","Acceptable quality",0,"0","Negative","The Blaze",1,1,"2019-09-13"
"R_qXutOijvIEhd3K9","https://www.theblaze.com","No","2","Poor quality",0,"0","Negative","The Blaze",1,0,""
"R_r3h69bq3VXMUsq5","https://www.breitbart.com/2020-election/2019/09/13/pete-buttigieg-fires-back-at-donald-trump-jr-for-mocking-joe-biden-gaffes/","No","3","Acceptable quality",1,"0","N/A","Breitbart",1,1,"2019-09-13"
"R_ODrqmxibWGpe7Tj","https://spectator.org/hatefest-in-houston/","No","8","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_1MS6Sax75Ynfefs","https://spectator.org/in-2020-trump-will-reduce-the-blue-wall-to-rubble/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-05"
"R_1Cr97Ods9MDO1RI","https://spectator.org/doj-inspector-general-comey-set-a-dangerous-example/","No","5","Very poor quality",1,"0","Negative","The American Spectator",1,1,"2019-08-29"
"R_2UbhXDIwpWNIgDn","https://www.breitbart.com/politics/2019/09/14/democrat-senators-fear-beto-orourke-torpedoed-gun-control-with-confiscation-push/#","No","2","Poor quality",0,"0","Neutral","Breitbart",1,1,"2019-09-14"
"R_1d0nayNrdCH64Za","https://www.theblaze.com/news/top-dem-senator-warns-betos-gun-confiscation-threat-will-backfire-badly-on-democrats","No","8","Acceptable quality",0,"0","Negative","The Blaze",1,1,"2019-09-14"
"R_3QMNY61Qmhhr0IE","https://www.breitbart.com/politics/2019/09/14/sanders-addresses-emotional-veteran-who-threatened-suicide-over-crippling-medical-debt/","No","Moderate","Acceptable quality",0,"Sadness","Positive","Breitbart",1,1,"2019-09-14"
"R_3L6n9dGvJYQdtzw","https://breitbart.com","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","Breitbart",1,0,""
"R_2cqsLrBV46mqG5O","https://spectator.org/why-nc-9-should-frighten-the-democrats/","Yes","Very Extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-12"
"R_4Uh52koFlplUOTn","https://www.breitbart.com/politics/2019/09/15/nyt-new-brett-kavanaugh-accuser-claims-friends-pushed-his-penis-into-the-hand-of-a-female-student/","No","Moderate","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-15"
"R_bPnaqJ35ZnU3Jqp","https://spectator.org/plenty-of-candidates-but-no-stars/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-15"
"R_O7EN2UU99jt7i4F","https://www.theblaze.com/news/ocasio-cortez-makes-outrageous-claim-about-miami-to-push-green-new-deal-climate-change-agenda","No","3","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-14"
"R_3Hjqkx25QZRa3nb","https://spectator.org/in-2020-trump-will-reduce-the-blue-wall-to-rubble/","Yes","Very Extreme","Very high quality",0,"0","Positive","The American Spectator",1,1,"2019-09-05"
"R_2s0lqPHaZy9uEhz","https://spectator.org/iran-keeps-asking-for-it/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-15"
"R_302aUTmFciR09Q4","https://www.theblaze.com/news/beto-orourke-pledges-to-take-away-ar-15s-texas-lawmaker-accused-of-death-threat-in-response","No","Somewhat extreme","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-13"
"R_3dX7gWzTXtoPjAT","https://www.breitbart.com/entertainment/2019/09/16/rocker-ric-ocasek-frontman-of-the-cars-dead-at-75/","No","3","Very high quality",0,"Sadness","Neutral","Breitbart",1,1,"2019-09-16"
"R_Oer1KGrQlgeGqBP","https://www.breitbart.com/politics/2019/09/16/mayor-pete-buttigieg-renewed-support-for-abortion-clinic-headed-by-klopfer-staff-member/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-16"
"R_yVkKEJARguDgphL","https://www.breitbart.com/politics/2019/09/16/manhattan-district-attorney-subpoenas-trumps-accounting-firm-for-personal-corporate-tax-returns/","No","Moderate","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-09-16"
"R_5oSjQUDcs37IAFP","https://spectator.org/california-gags-the-gig-economy/","No","3","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-16"
"R_1FxnM449NQXniRz","https://www.theblaze.com/news/bernie-sanders-says-he-would-stop-deporting-illegal-immigrants-if-elected-president","No","3","High quality",0,"0","Positive","The Blaze",1,1,"2019-09-17"
"R_DwzjdKtW3gAgWoF","https://spectator.org/","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","The American Spectator",1,0,""
"R_1dKQkokjc0OSvSP","https://spectator.org/betos-racist-city-upon-a-hill/","Yes","Somewhat extreme","Poor quality",1,"0","Negative","The American Spectator",1,1,"2019-09-17"
"R_1BWTPc0MBQ90S1z","https://www.theblaze.com/glenn-radio/trump-iran-saudi-oil-attacks","No","Moderate","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-17"
"R_1eyNEVswfvSL4o2","https://www.breitbart.com/politics/2019/09/17/nbc-poll-biden-warren-leading-democrat-field-by-double-digits/","No","2","Acceptable quality",0,"Shock","Negative","Breitbart",1,1,"2019-09-17"
"R_pc2hpZzFIlnrnTX","https://www.theblaze.com/news/newsom-lashes-out-at-trump-over-emissions","No","2","High quality",0,"0","Positive","The Blaze",1,1,"2019-09-18"
"R_2zIMZ5OjmMllSSL","https://www.theblaze.com/news/beto-orourke-accuses-cnns-chris-cuomo-of-fear-mongering-for-noting-orourkes-gun-confiscation-position","No","3","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-19"
"R_2ZDhhvSEeHT1qDn","https://www.theblaze.com/news/california-lawmakers-resolution-religious-groups-embrace-lbgt-worldview","No","5","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-18"
"R_1Lk64NHkMoVcPQL","https://www.theblaze.com/news/pete-buttigieg-says-hes-steering-clear-of-lgbt-media","No","Moderate","Very high quality",0,"0","Neutral","The Blaze",1,1,"2019-09-19"
"R_SVIR6K3mHbnl0hr","https://www.breitbart.com/clips/2019/09/19/yang-government-needs-to-modify-americans-diets-by-taxing-cattle-industry/#","No","3","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-09-19"
"R_1omXgzEpEIK7Ixi","https://spectator.org/why-trump-will-trounce-biden-or-warren/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_1Ov6QbPLKpXXWTb","https://spectator.org/american-spectator-article-forces-tribunal-lawyer-to-resign/","No","2","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-20"
"R_Cf4u6VTuKOmo5Xz","https://www.theblaze.com/news/iran-issues-battlefield-warning-after-president-trump-deploys-military-forces-to-middle-east","No","2","Acceptable quality",0,"Sadness","Neutral","The Blaze",1,1,"2019-09-21"
"R_Zz47Z1klqeAP7GN","https://spectator.org/michael-flynn-graymails-the-government/","Yes","Very Extreme","Very poor quality",0,"Confusion","Neutral","The American Spectator",1,1,"2019-09-16"
"R_3ozRcYhkpVBLJV7","https://www.breitbart.com/radio/2019/09/21/peter-schweizer-on-whistleblower-media-trying-to-turn-a-biden-scandal-into-a-trump-scandal/","Yes","8","Poor quality",0,"Shock","Negative","Breitbart",1,1,"2019-09-21"
"R_2xLWoYjrSvJb8OV","https://www.breitbart.com/politics/2019/09/21/poll-elizabeth-warren-takes-the-lead-in-california-kamala-harris-flounders/","No","Moderate","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-21"
"R_CdiTMjQ2hiKiETv","https://www.breitbart.com/politics/2019/09/21/trump-host-u-n-event-urging-protection-religious-freedom/","No","2","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-21"
"R_2COlzAmcPY7qv7V","https://www.theblaze.com/news/michelle-obama-mocks-divorced-dads","No","8","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-16"
"R_UG6D1DAALkWhEml","https://www.breitbart.com/politics/2019/09/23/donald-trump-ignores-sen-lees-green-card-giveaway-bill-at-india-rally/","No","2","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-23"
"R_1IgxyyzmFCBzrZb","https://www.breitbart.com/politics/2019/09/23/ro-khanna-trump-misinformed-if-he-thinks-modi-rally-will-win-over-indian-american-vote/","No","5","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-23"
"R_3nwNRv0VVMBtgHa","https://www.theblaze.com/news/now-they-want-to-ban-the-sale-of-pointed-kitchen-knives-in-the-uk-to-reduce-knife-crime-brutal-mockery-follows","No","Moderate","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-24"
"R_3HGM663WJa7T9Bv","https://www.motherjones.com/politics/2019/08/the-rise-of-the-native-american-electorate/","Yes","2","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-08-27"
"R_3hnGtssrWNOWONz","https://www.motherjones.com/","No","Somewhat extreme","High quality",0,"0","Neutral","Mother Jones",1,0,""
"R_4SDM9ORCqyXttIZ","https://www.thenation.com/article/bernie-sanders-interview-iowa/","Yes","Moderate","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-08-23"
"R_1i26TnPgCASOOVv","https://www.democracynow.org/2019/8/28/brazil_jair_bolsonaro_unprecedented_amazon_fires","No","2","Very high quality",0,"Shock","Neutral","Democracy Now",1,1,"2019-08-28"
"R_3qfD6NkxlESCMGt","https://www.thenation.com/article/republican-women-candidates-gender-gap/","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-28"
"R_2426UqLtlB24gj7","https://www.democracynow.org/2019/8/27/oklahoma_johnson_and_johnson_572_million","No","5","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-27"
"R_3EMSwvOlVttIZC7","https://wwww.theenation.com/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The Nation",1,0,""
"R_eIOW2NVaZsVKDAJ","https://www.motherjones.com/","No","Moderate","High quality",0,"0","Positive","Mother Jones",1,0,""
"R_27NyYO6K4NCNUFN","https://www.motherjones.com/politics/2019/08/sanders-climate-plan-paradise/","No","3","High quality",0,"0","Positive","Mother Jones",1,1,"2019-08-23"
"R_2VrQjLyQPOWrnq1","https://www.motherjones.com/environment/2019/08/recycling-wishcycling-china-plastics-zero-waste-bags-straws/","No","Moderate","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-08-30"
"R_3kNZB2u4TiaGN5m","https://www.thenation.com/article/kirsten-gillibrand-leaves-race/","No","3","Acceptable quality",0,"0","Mixed","The Nation",1,1,"2019-08-29"
"R_1jlYrlv2g4tjbjM","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-30"
"R_2dQpCpl9KzKrdCH","https://www.democracynow.org/2019/8/30/jose_antonio_elena_rodriguez_border_patrol","No","Moderate","Acceptable quality",0,"Confusion","Positive","Democracy Now",1,1,"2019-08-30"
"R_29ntRDc5UqmZnn8","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","No","Somewhat extreme","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-30"
"R_1OYVcH3sXJr5k4h","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","Yes","Very Extreme","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-30"
"R_2EclZEQo0e1b7ZL","https://www.motherjones.com/politics/2019/08/ruth-bader-ginsburg-alive-health-memoir-supreme-court-judge/","No","Moderate","High quality",0,"0","Neutral","Mother Jones",1,1,"2019-08-31"
"R_4THm6Sz6Lfn7C6Z","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","Yes","Very Extreme","Very poor quality",1,"Anger","Negative","Democracy Now",1,1,"2019-08-30"
"R_3lY1JICv8URVzvk","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","No","Moderate","Very high quality",0,"0","Positive","The Nation",1,1,""
"R_1kYRoeTX2Hhsent","https://www.motherjones.com/","No","8","Very high quality",0,"Shock","Neutral","Mother Jones",1,0,""
"R_4TQr0mwdV5yiA4F","https://www.motherjones.com/politics/2019/08/betsy-devos-just-made-it-harder-for-defrauded-students-to-get-their-debt-canceled/","No","Somewhat extreme","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-08-31"
"R_2rNEFqLbOsdyooS","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","Yes","8","Acceptable quality",0,"Anger","Mixed","Democracy Now",1,1,"2019-08-30"
"R_3IQpg6kd686nH28","https://www.thenation.com/article/kirsten-gillibrand-leaves-race/","No","5","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-08-31"
"R_2YWWfcOX9Wtefiu","https://www.thenation.com/article/top-ten-labor-day-songs/","No","Moderate","High quality",0,"0","Positive","The Nation",1,1,"2019-09-02"
"R_3KVjhjEs1R8eetb","https://www.democracynow.org/2019/8/27/kochland_christopher_leonard_on_the_secret","No","2","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-27"
"R_Y3Uz6W8hQPFBDOx","https://www.motherjones.com/politics/2019/09/one-day-after-mass-shooting-new-laws-in-texas-that-expand-gun-access-go-into-effect/","No","2","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-09-01"
"R_2z6JhGooFVU4cz0","http://www.thenation.com/","No","2","High quality",0,"0","Neutral","The Nation",1,0,""
"R_3gR7Q5z6ITiuBLC","https://www.thenation.com/article/take-action-now-protect-immigrant-families-on-food-stamps/","No","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-08-13"
"R_3lMk95Bk4jIiLk0","https://www.motherjones.com/","No","Moderate","High quality",0,"Confusion","Neutral","Mother Jones",1,0,""
"R_1Iu5Uu6jFMjMuJP","https://www.motherjones.com/politics/2019/09/walmart-will-no-longer-sell-handgun-ammunition/","No","Moderate","High quality",0,"Anxiety","Neutral","Mother Jones",1,1,"2019-09-03"
"R_Bzgeao4JajX8ZdT","https://www.democracynow.org/2019/9/3/hong_kong","No","2","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-09-03"
"R_3fe2e3UILRlh8bu","https://www.motherjones.com/media/2019/09/recharge-69-helping-a-crying-classmate-with-autism/","No","Moderate","High quality",0,"0","Positive","Mother Jones",1,1,"2019-08-30"
"R_10pVJsdcY7A9KsU","https://www.democracynow.org/2019/8/19/humanitarian_aid_is_never_a_crime","No","Moderate","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-19"
"R_2Bqu0NXufyWB7Fw","https://www.motherjones.com/environment/2019/09/we-need-to-radically-rethink-our-approach-to-disaster-recovery-heres-one-solution/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-09-04"
"R_1LLkACVdRuodcxe","https://www.motherjones.com/politics/2019/09/how-to-stop-russia-from-attacking-and-influencing-the-2020-election/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-03"
"R_3069sANziNh95qy","https://www.motherjones.com/environment/2019/09/catastrophic-category-5-hurricane-dorian-makes-landfall-in-the-bahamas/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,0,""
"R_2wdgfejYBZjzuni","https://www.motherjones.com/politics/2019/09/how-to-stop-russia-from-attacking-and-influencing-the-2020-election/","No","2","Acceptable quality",0,"Confusion","Neutral","Mother Jones",1,1,"2019-09-03"
"R_1JX7VhDdqsJS7w5","https://www.motherjones.com/","No","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,0,""
"R_2zDcaVgFQ0QcrUt","https://www.thenation.com/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,0,""
"R_3s0mGHzve15uk21","https://www.motherjones.com/politics/2019/09/donald-trump-has-never-explained-a-mysterious-50-million-chicago-unit-acquisition-loan-is-it-evidence-of-tax-fraud/","No","3","Acceptable quality",0,"Shock","Neutral","Mother Jones",1,1,"2019-09"
"R_3lKeLCuSb3Qoia6","https://www.thenation.com/article/climate-change-town-hall-biden/","No","Somewhat extreme","High quality",0,"0","Positive","The Nation",1,1,"2019-09-05"
"R_3kc6uOJ29IuNiFH","https://www.thenation.com/Joe Biden Doesn’t Sound Very Serious About the Climate Crisis","Yes","8","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-05"
"R_1BOUDnbMJtawB93","https://www.democracynow.org/2019/9/5/biden_fossil_fuels","No","Somewhat extreme","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-05"
"R_26fqv2VTKhXQG2z","The Nation: https://www.thenation.com/","No","2","High quality",0,"0","Positive","The Nation",1,0,""
"R_1GUD6UxNnah099f","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","8","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-06"
"R_tGUejQbTAI7gwVz","https://www.thenation.com/","Yes","Very Extreme","Poor quality",0,"0","Negative","The Nation",1,0,""
"R_3fYIonGsDdRLSHK","https://uvacommscience.eu.qualtrics.com/jfe/form/SV_9Ss9h9TjwG7kjad?Q_CHL=email&external_id=gnucleargnat@yahoo.com","No","2","Acceptable quality",0,"0","Neutral",NA,0,NA,""
"R_2dtoHajQ2HrjNTz","https://www.thenation.com/article/steve-cohen-emoluments/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-09-05"
"R_2qpZtcVUI11LVk3","https://www.motherjones.com/politics/2019/09/house-democrats-announce-investigation-of-pences-ireland-trip/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-06"
"R_28AOcWWjWQivtdT","https://www.motherjones.com/politics/2019/09/its-friday-and-donald-trump-is-still-talking-about-alabama/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-06"
"R_UX62epLiiWVfnI5","https://www.motherjones.com/environment/2019/09/the-2020-dems-have-no-serious-plan-for-addressing-the-single-biggest-source-of-us-pollution/","No","Moderate","High quality",0,"0","Positive","Mother Jones",1,1,"2019-09-06"
"R_2U4U1mnEf1CzBtN","https://www.motherjones.com/politics/2019/09/health-officials-are-investigating-450-cases-of-serious-lung-illness-linked-to-vaping/","No","2","High quality",0,"0","Positive","Mother Jones",1,1,"2019-09-06"
"R_2VyBVe1mBAEnX25","https://www.thenation.com/article/boris-johnson-brexit-election/","No","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-05"
"R_2CE4GLSS7Ltq1BY","https://www.motherjones.com/food/2019/09/this-apple-might-be-the-most-anticipated-piece-of-produce-in-history/","Yes","2","High quality",0,"0","Neutral","Mother Jones",1,0,""
"R_1dNCRAbgGuiFddY","https://www.thenation.com/article/climate-change-town-hall-biden/","No","2","High quality",0,"0","Neutral","The Nation",1,1,"2019-09-05"
"R_SJEaFqQd2pqkbOV","https://www.thenation.com/article/climate-change-democrats-townhall/","Yes","Moderate","Acceptable quality",0,"Anger","Negative","The Nation",1,1,"2019-09-06"
"R_2cuSwI6eNUm2d73","https://www.democracynow.org/topics/climate_change","No","Very Extreme","High quality",0,"0","Neutral","Democracy Now",1,0,""
"R_2Tu5Muj5vDd7vfg","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","Yes","5","High quality",0,"0","Positive","The Nation",1,1,"2019-08-30"
"R_2Qg0NZWfpNGpKGJ","https://www.democracynow.org/2019/9/6/dorian_bahamas_climate_crisis","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","Democracy Now",1,1,"2019-09-06"
"R_3OdWExBV2QOIjuZ","https://www.thenation.com/article/trump-invasion-iraq/","Yes","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-06"
"R_1je1lP8wouKaUXZ","https://www.thenation.com","No","Very Extreme","Poor quality",0,"0","Neutral","The Nation",1,0,""
"R_3j9BGfOnFwJb8NO","https://www.motherjones.com/politics/2019/09/johnson-johnson-was-on-trial-for-the-opioid-crisis-33-lawmakers-took-its-money-anyway/","No","Moderate","High quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-06"
"R_vpEGByx7EoIyrMB","Democracy Now: https://www.democracynow.org/","No","2","Very high quality",0,"Sadness","Neutral","Democracy Now",1,0,""
"R_Zq4IQ4XLeFPVxLP","https://www.thenation.com/article/climate-change-town-hall-biden/","No","Very Extreme","Very high quality",0,"0","Neutral","The Nation",1,1,"2019-09-05"
"R_1HnOnv0EQe4gqlZ","https://www.motherjones.com/environment/2019/09/the-2020-dems-have-no-serious-plan-for-addressing-the-single-biggest-source-of-us-pollution/","No","Moderate","Acceptable quality",0,"0","Positive","Mother Jones",1,1,"2019-09-06"
